m1 (Msun), m2 (Msun), a0 (km), e0, afinal (km), efinal
1.69877757336 , 6.05339502464 , 251116042.862 , 0.487885104438 , 15846902.6195 , 0
1.31502491753 , 7.70361919554 , 1115709321.49 , 0.813180360205 , 19956994.245 , 0
6.69088909308 , 9.80934989167 , 665388913.34 , 0.454037818173 , 45194177.018 , 0
2.13434939743 , 5.9702817402 , 420648489.714 , 0.283774101736 , 46344117.9111 , 0
0.100870718054 , 5.40989148341 , 289206522.131 , 0.0299748067102 , 144580281.394 , 0
6.54371210541 , 1.48415252105 , 51195560.2583 , 0.25169314445 , 6231632.74776 , 0
5.48042883826 , 1.11017784029 , 1401310661.42 , 0.179653018125 , 219426869.554 , 0
4.90624237909 , 5.77065694463 , 386632617.934 , 0.183650180768 , 59604128.2256 , 0
9.55215525476 , 7.49837640116 , 242216911.012 , 0.612560443277 , 10547958.4364 , 0
5.74901978966 , 8.30773972454 , 736470987.801 , 0.395300459258 , 58813672.7149 , 0
3.77171523513 , 1.14030792851 , 459422416.977 , 0.990284362093 , 371231.105195 , 0
8.42626760036 , 4.93663652209 , 692343734.05 , 0.788326603251 , 14644030.6954 , 0
9.74106529243 , 5.14310506787 , 498996250.066 , 0.518767344971 , 28687118.9781 , 0
6.81865906326 , 7.55695721712 , 173463265.428 , 0.156552318433 , 29981904.8073 , 0
5.84602223046 , 4.96712519054 , 158037775.204 , 0.697060731245 , 4941926.35013 , 0
1.16792905417 , 0.721345091851 , 606113497.822 , 0.636012438257 , 24125803.0298 , 0
2.29089531258 , 3.12040667589 , 113437617.627 , 0.451175602188 , 7901912.31003 , 0
9.3925179416 , 3.49582804928 , 266446410.026 , 0.435700102563 , 19233216.1574 , 0
5.96741399171 , 3.30713866713 , 397700257.164 , 0.589729750388 , 18446310.8701 , 0
7.25358551574 , 1.04279452738 , 570111319.412 , 0.021722842747 , 349700378.304 , 0
4.12113065131 , 7.24394733925 , 596550995.341 , 0.635923237028 , 23929683.0299 , 0
5.33449509364 , 9.39055782106 , 485429378.828 , 0.279048660665 , 54588225.1908 , 0
3.22042553347 , 0.999830779948 , 900591241.012 , 0.320011490468 , 88273009.6481 , 0
6.3061644178 , 8.08287116918 , 1071925249.83 , 0.0476970507248 , 400355827.594 , 0
2.20378084175 , 8.36278478452 , 1337186880.4 , 0.412645047993 , 103418996.975 , 0
6.40927753578 , 6.20844976455 , 764725531.94 , 0.1439511364 , 139880303.402 , 0
7.67506914624 , 0.131470376453 , 604459340.425 , 0.825286846385 , 10509911.7639 , 0
9.42071719119 , 3.36756725029 , 165056656.425 , 0.398129940131 , 13351448.5126 , 0
1.59882363963 , 3.84562148518 , 532418992.485 , 0.128740709371 , 105030838.577 , 0
9.88525886766 , 9.7042098875 , 537248745.313 , 0.153705806934 , 92828603.374 , 0
5.8434835448 , 7.88074590897 , 765763318.589 , 0.0886685000672 , 192493150.09 , 0
9.28899007011 , 8.69274981787 , 308501324.924 , 0.0966900076185 , 73062350.0177 , 0
5.16932543659 , 3.6463171705 , 1423236147.8 , 0.600355500504 , 64028838.2386 , 0
8.51760992018 , 2.95677360744 , 16278929.7314 , 0.204150064161 , 2312478.92892 , 0
1.42131662102 , 9.86095236146 , 316531768.656 , 0.437831090513 , 22330084.6873 , 0
3.72749894284 , 8.20228223561 , 640350130.206 , 0.108284098329 , 141778111.055 , 0
4.85676184154 , 1.69767726749 , 93595169.875 , 0.480891896723 , 5774109.95951 , 0
1.60974075376 , 2.22100212735 , 129939283.56 , 0.92519144142 , 876995.095313 , 0
4.36650648567 , 7.12105672705 , 360467660.344 , 0.326990031737 , 35239657.7869 , 0
4.82429931372 , 2.27680807757 , 706092770.009 , 0.133952059415 , 135275940.683 , 0
9.92956418513 , 5.8341115309 , 1161599047.28 , 0.616049017271 , 49490466.1888 , 0
6.401540221 , 7.30389268117 , 403575911.433 , 0.819280790407 , 7019236.77748 , 0
6.31501419038 , 1.41564423653 , 416824860.4 , 0.303464104947 , 43584383.2543 , 0
2.08279133442 , 9.41696956407 , 1423600244.73 , 0.646650193851 , 55857898.9029 , 0
9.00179610526 , 8.4963900056 , 1133719244.34 , 0.203919982125 , 162580912.392 , 0
9.18776402908 , 3.00629341388 , 550393333.463 , 0.630655297798 , 22550691.9042 , 0
7.8321421113 , 4.85026642371 , 1333549069.74 , 0.719406049978 , 38533705.6515 , 0
8.13073169739 , 8.11759983396 , 155420810.348 , 0.467751295064 , 10404454.1316 , 0
4.23860610676 , 3.44614167465 , 609182900.253 , 0.30223686316 , 63915010.785 , 0
2.15362329196 , 3.99641062951 , 1151644137.03 , 0.515744595586 , 67490371.6183 , 0
3.85779385661 , 9.5774187836 , 790832759.222 , 0.42005343957 , 58117661.2397 , 0
7.71121830659 , 3.04753540485 , 934280040.025 , 0.405301505534 , 73745487.6328 , 0
0.554318731522 , 2.3580900998 , 634026424.158 , 0.558818083461 , 32051947.9234 , 0
6.88709034188 , 3.58423371922 , 747400043.054 , 0.407723350604 , 57894229.3343 , 0
8.18837804699 , 0.221851284245 , 891691351.456 , 0.0174052121016 , 630264705.606 , 0
1.24754198477 , 7.7801975259 , 853589757.62 , 0.960987195904 , 2952079.04182 , 0
0.0157924630301 , 7.86648385702 , 926306261.742 , 0.560701372486 , 46893546.0818 , 0
1.42682372444 , 2.2981409195 , 920339135.751 , 0.16358978961 , 151202201.322 , 0
1.69762725836 , 8.84531334797 , 572097837.995 , 0.225231320845 , 75556956.5099 , 0
1.01923721835 , 2.97791185025 , 829483027.947 , 0.578651917361 , 40016301.035 , 0
3.52590931752 , 0.567845834394 , 402198428.581 , 0.7046201804 , 12634354.1726 , 0
5.37941071702 , 2.0279961491 , 189223281.314 , 0.78429396645 , 4074854.17935 , 0
0.8910915025 , 8.96552951594 , 259595085.355 , 0.0343645972242 , 114219364.054 , 0
2.5776781681 , 8.26099870236 , 1354360299.29 , 0.0793360407438 , 363611191.079 , 0
8.08347661881 , 8.63425973025 , 699199899.388 , 0.0722027529625 , 200485025.295 , 0
0.58397624163 , 3.94311247639 , 716070332.594 , 0.658224048393 , 26527229.9281 , 0
3.04622583044 , 3.40887848063 , 408860657.515 , 0.759381504693 , 10135983.9465 , 0
4.23426152763 , 4.46510928129 , 601283038.433 , 0.851625650112 , 8445884.57221 , 0
4.73638274266 , 0.838321350887 , 793151286.908 , 0.858331662286 , 10752854.827 , 0
7.20158231767 , 7.21842828068 , 1360670202.76 , 0.745457131509 , 34920837.5898 , 0
8.65377559108 , 7.69991466893 , 178646701.321 , 0.487459910105 , 11224019.7834 , 0
3.57788253713 , 9.99713459712 , 391920494.266 , 0.938837012459 , 2154213.01547 , 0
5.84093846584 , 7.36447154052 , 1385495429.71 , 0.42096049938 , 101103515.276 , 0
0.292051631636 , 8.66446723949 , 1014839008.84 , 0.555978373408 , 51744955.7163 , 0
7.5947934459 , 1.56447522492 , 1117540507.02 , 0.782321708653 , 23731817.1763 , 0
9.61024460748 , 7.94423193336 , 205438408.041 , 0.96412457266 , 643509.534076 , 0
2.30389951332 , 5.37578604615 , 1137302541.3 , 0.979919135697 , 1955352.87144 , 0
2.06277383722 , 3.20897428279 , 644001967.658 , 0.582005250041 , 30980542.3455 , 0
0.0257948638438 , 9.20891990754 , 156121270.116 , 0.313745374973 , 15437961.43 , 0
2.75037141662 , 3.78456397399 , 1203058507.14 , 0.342995515491 , 111991632.777 , 0
7.13968615667 , 9.25292080474 , 830392524.645 , 0.360880703044 , 73848026.0027 , 0
2.57753890936 , 9.57494089303 , 1226244679.63 , 0.804128097041 , 23896748.6752 , 0
8.7491390631 , 6.94835756056 , 1461967368.63 , 0.22465274323 , 194261229.567 , 0
0.185989366105 , 5.69864646524 , 1284260861.89 , 0.0532623281102 , 442095939.928 , 0
8.40009005088 , 5.12233344459 , 1312231415.62 , 0.550870108703 , 69386897.9144 , 0
6.91892485591 , 2.94662728825 , 471634004.309 , 0.893605618473 , 4556798.26328 , 0
6.47736251397 , 5.63064275714 , 1234144863.18 , 0.845788525192 , 17931902.8423 , 0
4.69224642569 , 6.86997684239 , 529502748.333 , 0.130566840364 , 101712922.615 , 0
7.8523164919 , 4.61090535959 , 663331420.296 , 0.826822292917 , 11260136.8704 , 0
8.58949859341 , 5.16394816972 , 621655425.586 , 0.705194473245 , 19422487.322 , 0
3.20300234521 , 2.94925662651 , 732728604.642 , 0.87149562964 , 9105806.63626 , 0
5.34863863918 , 5.92257544514 , 1198050851.05 , 0.2347623897 , 153684841.023 , 0
6.49441957825 , 5.68796438662 , 163422621.16 , 0.162152814022 , 27581637.9762 , 0
3.19251757041 , 1.98212813238 , 840784709.571 , 0.546337443462 , 44439527.0087 , 0
5.94375007089 , 0.712019207526 , 12102692.339 , 0.000305112819317 , 12102692.339 , 0
6.00472495858 , 8.91790940651 , 1241079034.58 , 0.194207836773 , 183730460.264 , 0
0.986135183501 , 4.83228457948 , 103100866.523 , 0.712206275912 , 3110935.99761 , 0
1.39458415024 , 2.83627390058 , 1144975774.39 , 0.936877324239 , 6620155.80113 , 0
0.207779131571 , 7.13192664186 , 357164575.693 , 0.263417849914 , 41347717.8909 , 0
4.84396329562 , 8.23129573351 , 733473586.943 , 0.931216507074 , 4676787.17528 , 0
7.90989671993 , 6.5607719957 , 661439625.719 , 0.210064350574 , 92741503.5415 , 0
8.0243751989 , 2.09592924629 , 1443474291.56 , 0.385540138795 , 120530562.31 , 0
8.80547502197 , 2.98639733872 , 1333779434.98 , 0.472541050982 , 86778119.8232 , 0
9.60244788415 , 6.25638367289 , 192379646.799 , 0.295798469199 , 20391271.0255 , 0
5.93421450404 , 3.85793605801 , 1169438898.5 , 0.0730886007227 , 332073195.767 , 0
0.59983565357 , 0.272927782508 , 695224346.188 , 0.315674323951 , 70154392.6246 , 0
9.29652669877 , 1.15713123053 , 1289523139.48 , 0.248581949381 , 159165945.456 , 0
8.36110819857 , 6.69245198735 , 173671452.827 , 0.0849742245361 , 44621109.478 , 0
9.36006039874 , 1.73913948687 , 902858747.439 , 0.755840455841 , 22705126.5685 , 0
1.71150681728 , 3.72239684489 , 627090459.562 , 0.213376158722 , 86450065.2877 , 0
1.31643459086 , 7.08024267073 , 589418714.831 , 0.775109235467 , 13344461.9814 , 0
7.64091124022 , 8.64739652268 , 355380099.105 , 0.107279254092 , 76725323.1124 , 0
8.7399847516 , 1.74169381236 , 521299616.777 , 0.0156216152232 , 392325038.66 , 0
2.39501704787 , 6.38248743719 , 1032119728.44 , 0.621298175023 , 43801746.2026 , 0
7.428159239 , 1.69583481847 , 859971403.586 , 0.905278954084 , 7237637.17627 , 0
4.54808930367 , 4.16105100699 , 153228462.512 , 0.168906088388 , 24641960.7694 , 0
5.4638694218 , 5.27583864337 , 205119720.627 , 0.137859501319 , 38377948.5561 , 0
5.57548482753 , 2.68997849349 , 132616410.875 , 0.585572717715 , 6289214.49508 , 0
0.867320500059 , 4.35003973881 , 1123547173.61 , 0.237725683946 , 135797506.741 , 0
8.19024290484 , 3.41768803786 , 556702985.595 , 0.971950419943 , 1346940.77769 , 0
4.90768888458 , 8.81559402677 , 516880356.299 , 0.776972624858 , 11605834.2384 , 0
8.25495279998 , 1.28034357847 , 64107303.9322 , 0.881880858187 , 685398.561168 , 0
9.308964228 , 9.65194121134 , 99195163.949 , 0.984784172669 , 128879.539427 , 0
3.90856200732 , 6.46889636982 , 1414703987.77 , 0.476162912024 , 89689243.3044 , 0
3.56647772313 , 0.482080291857 , 351130476.486 , 0.729188954096 , 9943684.38392 , 0
1.25146585395 , 3.84198489837 , 885558216.531 , 0.525797734232 , 49157225.9659 , 0
9.55262942383 , 4.00808756224 , 135362732.737 , 0.0993732626337 , 30763914.3245 , 0
4.19642550765 , 9.25614134336 , 180997106.491 , 0.499113473454 , 10637359.5028 , 0
5.44678656495 , 8.51477365217 , 14682943.0118 , 0.376040366447 , 1229758.27634 , 0
9.59488652955 , 5.57984836525 , 1185946733.42 , 0.11338428402 , 249779402.798 , 0
1.91860206311 , 8.28692851703 , 277995054.587 , 0.385414120401 , 22878906.0951 , 0
9.0405163062 , 9.69295652888 , 283849546.44 , 0.269868460004 , 32630094.799 , 0
7.47371091956 , 3.61260963537 , 262821795.811 , 0.0788011292938 , 70527621.7618 , 0
2.74607486973 , 8.16177826526 , 418996465.383 , 0.0139055357017 , 334609224.576 , 0
8.95581179931 , 2.48192360011 , 547282154.631 , 0.461979492571 , 36875361.6391 , 0
3.24659292102 , 0.0485803314217 , 843970208.214 , 0.0502137916023 , 304812355.241 , 0
0.759208393206 , 1.40825099989 , 423431666.2 , 0.183822059942 , 64895667.0119 , 0
1.0772390195 , 9.35185652669 , 671925071.99 , 0.253270779723 , 81609725.1637 , 0
4.25416275712 , 9.49282798738 , 915366614.254 , 0.872462584311 , 11015842.9755 , 0
3.52823532969 , 7.77187678728 , 972406922.875 , 0.813620696358 , 17336101.605 , 0
7.26497097101 , 5.12254241924 , 285010811.274 , 0.835959051368 , 4575841.22145 , 0
6.07021508966 , 9.42266075529 , 1423959480.12 , 0.714916074639 , 42326445.0774 , 0
0.71110626254 , 6.56010450822 , 1479959959.8 , 0.591802820281 , 68332012.4734 , 0
1.44775392304 , 0.778178503734 , 109510147.415 , 0.805325102673 , 2112328.37274 , 0
4.71978447812 , 8.76038348452 , 960056502.119 , 0.421721908652 , 71354838.1362 , 0
2.93466192292 , 6.42631742988 , 919454076.88 , 0.246455430394 , 113496128.422 , 0
1.60370919044 , 3.91520864669 , 321114981.542 , 0.911489066986 , 2638427.11835 , 0
3.80311935611 , 5.54982640962 , 705398308.376 , 0.535123727927 , 38799787.81 , 0
9.65210037823 , 6.21797707723 , 991139779.357 , 0.795234369352 , 20049091.4691 , 0
2.69370149807 , 6.70766115322 , 1263935693.94 , 0.616211073561 , 54629497.0777 , 0
6.18750120319 , 3.40404193232 , 1183397488.71 , 0.696897638725 , 37680308.7213 , 0
9.4117988078 , 6.67045245754 , 1084283019.38 , 0.448594100491 , 75757192.4417 , 0
9.15598471122 , 3.40750968709 , 1489301504.94 , 0.0528710683702 , 496012112.14 , 0
0.192738063578 , 7.89059439951 , 230337706.115 , 0.0427096012069 , 92104958.7887 , 0
9.8346783313 , 4.8078350657 , 465397092.097 , 0.0667357293996 , 138367276.485 , 0
3.40291862386 , 8.84847312115 , 1360058064.33 , 0.337519152492 , 129475863.624 , 0
9.35197976438 , 2.46989383368 , 1298605358.02 , 0.309129997042 , 133916630.543 , 0
7.52712054664 , 0.975251807505 , 418643891.261 , 0.948334651191 , 1911382.09297 , 0
3.08759625407 , 9.14561573194 , 97326380.1863 , 0.67012996202 , 3426620.31306 , 0
9.29076198064 , 1.92681034693 , 1030804026.46 , 0.389102616142 , 84855956.7428 , 0
9.71599675074 , 8.89061227433 , 1150809201.49 , 0.156310195379 , 197443217.194 , 0
2.34973144082 , 1.30385210859 , 197830613.343 , 0.775081657842 , 4422470.80345 , 0
2.37332335165 , 1.28080363179 , 478581155.954 , 0.466720304313 , 32113276.381 , 0
6.87521993046 , 4.04138455086 , 817971152.303 , 0.624689004045 , 33785946.6772 , 0
3.49175482523 , 9.30359075385 , 161133328.298 , 0.144734018126 , 29321994.2387 , 0
6.99211463577 , 9.42387433002 , 187829318.667 , 0.98779620369 , 193650.935793 , 0
9.80471458054 , 1.89429875131 , 34531575.2708 , 0.930311031164 , 221432.33527 , 0
4.65218491935 , 1.21021494076 , 1303131309.26 , 0.796271725631 , 26870415.6371 , 0
6.713355028 , 2.31201801214 , 369437846.843 , 0.191337827032 , 54679437.0017 , 0
9.23324367003 , 7.93724511148 , 154120016.331 , 0.771965564218 , 3591681.66406 , 0
8.94022566494 , 6.29385535325 , 182521027.276 , 0.838854949644 , 2866342.08027 , 0
6.61662220902 , 9.52501006441 , 1445569535.63 , 0.772327722544 , 33415366.9397 , 0
2.93121136743 , 4.08690498115 , 893522303.065 , 0.787547490016 , 19310510.8712 , 0
1.28559955485 , 7.58425844635 , 205693255.534 , 0.352517389721 , 18753865.147 , 0
6.36055707534 , 0.99841671522 , 326538875.749 , 0.983751768224 , 447684.138656 , 0
8.91175988183 , 5.81862896708 , 1093890973.68 , 0.468974968471 , 72784056.6539 , 0
5.40877679928 , 4.18322543665 , 672476631.881 , 0.417038689011 , 50848874.9652 , 0
3.48787554969 , 9.67991735901 , 103837044.452 , 0.545012926294 , 5495147.24838 , 0
0.729525053112 , 9.65080888775 , 872400707.905 , 0.534938110555 , 48091805.6569 , 0
3.25652907479 , 9.80356871716 , 1113095942.9 , 0.766093590578 , 26542170.1222 , 0
4.03785657046 , 3.75562384889 , 764360156.131 , 0.769273634644 , 17791574.5208 , 0
2.66752567308 , 3.07869191553 , 329109145.016 , 0.608859319722 , 14496273.235 , 0
0.110267514406 , 9.38300153121 , 1116193199.5 , 0.431332070191 , 80939989.8503 , 0
0.125214263176 , 9.53615503807 , 168130139.31 , 0.317976437031 , 16713738.9196 , 0
8.49151364177 , 9.46972970898 , 1341236703.86 , 0.347308805916 , 122406386.177 , 0
9.51039718356 , 3.13984219458 , 518166443.614 , 0.566038570854 , 25948481.0204 , 0
4.67460194393 , 1.30004979804 , 626019230.403 , 0.788943495286 , 13244526.3559 , 0
2.28918609113 , 3.80355865669 , 225290198.265 , 0.143241462394 , 40839082.3108 , 0
9.40313700891 , 2.4446080878 , 1084356107.52 , 0.749972299372 , 27006849.2583 , 0
2.97128795071 , 2.80428174272 , 1137224262.62 , 0.496739842374 , 69289493.617 , 0
4.47469327948 , 3.05070536123 , 736551196.603 , 0.652921869006 , 27700964.1703 , 0
1.82198122689 , 8.97513313487 , 1355105083.91 , 0.157136561146 , 229060260.891 , 0
7.56991531821 , 3.17108190322 , 351594702.701 , 0.474288929706 , 23102998.0629 , 0
5.55806783584 , 6.25577057905 , 47986531.761 , 0.734031613227 , 1304878.45158 , 0
0.680014116063 , 2.78867502554 , 385664083.059 , 0.669396929773 , 13835195.1372 , 0
6.33661309992 , 1.10838048808 , 642859334.925 , 0.602643531311 , 28696094.3765 , 0
3.19102004315 , 0.812528917932 , 1304568426.63 , 0.0213677360449 , 793148513.155 , 0
0.291572148382 , 0.274880300585 , 946775008.758 , 0.602879973179 , 42312678.6302 , 0
7.16941146064 , 8.95056336974 , 174556484.585 , 0.832592898469 , 2811785.00549 , 0
0.370738470006 , 5.90549347222 , 983553411.977 , 0.945422195576 , 4837489.41695 , 0
0.404814491405 , 8.47879052136 , 1015242040.99 , 0.762059807074 , 24723773.2918 , 0
9.52722261673 , 0.645338241006 , 1458969385.29 , 0.372187843519 , 122555144.038 , 0
0.779154716116 , 1.67159669696 , 327120619.546 , 0.0751897261452 , 91018695.0748 , 0
5.62038052809 , 0.834900396596 , 40737192.896 , 0.0610132647155 , 12992458.8869 , 0
8.33060871792 , 0.357267379131 , 1181043092.48 , 0.0325560324863 , 552554959.652 , 0
7.778788185 , 7.06575742152 , 1399992986.03 , 0.961491232632 , 4870651.4136 , 0
0.886503151278 , 8.17174681494 , 756079469.358 , 0.0808810328982 , 198672579.939 , 0
3.80560173455 , 2.65954697584 , 693042585.444 , 0.0434901507577 , 273155402.373 , 0
1.36329567617 , 8.96006515933 , 371984115.121 , 0.935332770692 , 2137540.60337 , 0
1.43459758255 , 6.98084708058 , 38863507.7749 , 0.205682944783 , 5516020.80208 , 0
3.30163036408 , 5.70331801339 , 1224210509.98 , 0.157399746929 , 210886050.025 , 0
8.46077156644 , 8.17235260003 , 619162318.328 , 0.937175223107 , 3546827.6799 , 0
5.42891690029 , 1.99720060876 , 12563772.184 , 0.243158415979 , 1569432.46122 , 0
3.15702672848 , 0.363898054177 , 113511900.094 , 0.994550314379 , 51393.7479505 , 0
1.11562376643 , 0.493396354233 , 1038464841.89 , 0.336393881295 , 98917425.5801 , 0
8.72072676091 , 2.18370833551 , 810141108.574 , 0.505449492777 , 46655868.4391 , 0
5.62804067033 , 0.236512935059 , 840454377.173 , 0.0201123464459 , 541994012.541 , 0
8.61613114092 , 4.51993940021 , 240627902.411 , 0.400693750617 , 18722104.8667 , 0
5.43628799992 , 5.17637517002 , 145108854.367 , 0.427331300273 , 10788858.8259 , 0
9.57082758881 , 8.0052433696 , 635034313.366 , 0.403944426357 , 50246426.9346 , 0
7.48156815292 , 3.15838814134 , 1158407710.01 , 0.370168073132 , 99061408.8434 , 0
7.7155182113 , 6.9963309637 , 1393771300.34 , 0.0921406666446 , 340264331.93 , 0
5.16343479953 , 6.10638380413 , 397777424.443 , 0.0744007698977 , 109998230.24 , 0
6.35397716376 , 1.87183710306 , 778453920.535 , 0.38578925297 , 64609812.3547 , 0
7.35743639879 , 8.78547198462 , 1004080279.61 , 0.182236139445 , 153645796.615 , 0
0.488354254887 , 3.60429684712 , 507122213.721 , 0.242504494292 , 63078948.9433 , 0
5.96528311293 , 0.0490459816636 , 1176735731.54 , 0.379315735442 , 99881184.4693 , 0
5.31542670158 , 6.5585388243 , 966613767.539 , 0.357956032139 , 86834536.98 , 0
7.33313064808 , 1.625237045 , 380596147.607 , 0.736330486661 , 10323874.4477 , 0
8.29639453495 , 4.21800766374 , 1325365974.24 , 0.898136091224 , 12501282.7942 , 0
3.58573786974 , 9.67883645671 , 1339663820.66 , 0.269661286379 , 154410847.441 , 0
7.06532117848 , 2.5860966485 , 1027818085.28 , 0.431367695587 , 73040226.9641 , 0
5.55768780669 , 0.0118916000829 , 459831276.956 , 0.646443326279 , 17983014.0373 , 0
7.19204291647 , 3.44029313846 , 760096405.834 , 0.620216466706 , 32586681.389 , 0
5.18366786633 , 6.2670574841 , 359447602.767 , 0.878086141955 , 4166478.67733 , 0
5.41747212092 , 6.01373379816 , 1026849621.83 , 0.30064848734 , 106938224.394 , 0
4.43163862805 , 8.51064632153 , 919272671.884 , 0.397886830185 , 72911298.1485 , 0
8.82311675542 , 8.22889667696 , 1052596413.61 , 0.65915723636 , 37687218.7514 , 0
9.27845373108 , 6.43552504043 , 698049043.739 , 0.627298416351 , 28658490.7525 , 0
8.85212005202 , 3.30882945526 , 1491145854.05 , 0.551384924536 , 78358203.4797 , 0
8.62687162918 , 5.98522359284 , 1152147567.21 , 0.606724665239 , 50636470.4886 , 0
2.70698153358 , 9.59053506148 , 452821113.387 , 0.494608420185 , 27647509.1514 , 0
3.0017741151 , 9.57835660137 , 1401738961.29 , 0.392569205925 , 111864581.871 , 0
8.81599203868 , 6.64199350473 , 1268920412.78 , 0.312401451383 , 127535703.014 , 0
6.15676586203 , 0.887003237746 , 1162174397.89 , 0.0131075563648 , 952949152.398 , 0
4.85828217492 , 9.78292514377 , 190539200.682 , 0.0279751616949 , 99796400.6234 , 0
4.1675822092 , 4.6680871183 , 1073605976.69 , 0.0624760239389 , 333869506.963 , 0
9.52158223222 , 7.70344043772 , 835660051.16 , 0.388292635991 , 67380383.6731 , 0
